Date,Close
2017-07-03,46.11365509033203
2017-07-05,45.19506072998047
2017-07-06,43.97025680541992
2017-07-07,44.52141189575195
2017-07-10,44.15397262573242
2017-07-11,44.82760238647461
2017-07-12,44.15397262573242
2017-07-13,44.09273147583008
2017-07-14,43.97025680541992
2017-07-17,43.41909408569336
2017-07-18,42.80670166015625
2017-07-19,45.37877655029297
2017-07-20,45.86869430541992
2017-07-21,45.99116897583008
2017-07-24,45.44001007080078
2017-07-25,46.05241394042969
2017-07-26,47.15472412109375
2017-07-27,45.746219635009766
2017-07-28,44.88886642456055
2017-07-31,43.786537170410156
2017-08-01,44.460174560546875
2017-08-02,36.56022262573242
2017-08-03,41.27570343017578
2017-08-04,42.194305419921875
2017-08-07,41.030738830566406
2017-08-08,39.438507080078125
2017-08-09,38.424007415771484
2017-08-10,36.71205520629883
2017-08-11,36.26820755004883
2017-08-14,35.443931579589844
2017-08-15,35.38051986694336
2017-08-16,36.331607818603516
2017-08-17,35.0634880065918
2017-08-18,35.00009536743164
2017-08-21,34.55624008178711
2017-08-22,35.00009536743164
2017-08-23,35.12689971923828
2017-08-24,35.50734329223633
2017-08-25,35.317115783691406
2017-08-28,35.190303802490234
2017-08-29,34.366024017333984
2017-08-30,34.23921203613281
2017-08-31,34.3026237487793
2017-09-01,35.443931579589844
2017-09-05,35.634151458740234
2017-09-06,35.190303802490234
2017-09-07,33.795372009277344
2017-09-08,32.6540641784668
2017-09-11,33.73197555541992
2017-09-12,35.25370788574219
2017-09-13,36.83885955810547
2017-09-14,36.83885955810547
2017-09-15,43.55988693237305
2017-09-18,43.623294830322266
2017-09-19,41.847930908203125
2017-09-20,42.29176330566406
2017-09-21,43.052642822265625
2017-09-22,44.193939208984375
2017-09-25,43.94032669067383
2017-09-26,43.623294830322266
2017-09-27,44.9548225402832
2017-09-28,44.701202392578125
2017-09-29,44.257354736328125
2017-10-02,45.77909851074219
2017-10-03,46.73019027709961
2017-10-04,47.30085372924805
2017-10-05,47.61787033081055
2017-10-06,46.79359436035156
2017-10-09,44.384159088134766
2017-10-10,43.94032669067383
2017-10-11,43.36967086791992
2017-10-12,44.44757080078125
2017-10-13,44.574378967285156
2017-10-16,44.257354736328125
2017-10-17,43.55988693237305
2017-10-18,43.94032669067383
2017-10-19,45.20845031738281
2017-10-20,44.701202392578125
2017-10-23,44.637794494628906
2017-10-24,44.193939208984375
2017-10-25,43.876930236816406
2017-10-26,44.193939208984375
2017-10-27,43.68670654296875
2017-10-30,42.672210693359375
2017-10-31,42.672210693359375
2017-11-01,42.54539489746094
2017-11-02,42.48198699951172
2017-11-03,42.41858673095703
2017-11-06,44.193939208984375
2017-11-07,37.09248352050781
2017-11-08,35.69755935668945
2017-11-09,36.204803466796875
2017-11-10,35.57073211669922
2017-11-13,36.07798767089844
2017-11-14,37.59973907470703
2017-11-15,37.599735260009766
2017-11-16,38.126529693603516
2017-11-17,38.19237518310547
2017-11-20,37.73143005371094
2017-11-21,37.533878326416016
2017-11-22,38.52161407470703
2017-11-24,39.50934600830078
2017-11-27,39.7068977355957
2017-11-28,41.287269592285156
2017-11-29,42.40670394897461
2017-11-30,41.15557861328125
2017-12-01,41.418968200683594
2017-12-04,43.526126861572266
2017-12-05,43.131046295166016
2017-12-06,43.131046295166016
2017-12-07,44.645572662353516
2017-12-08,43.59197998046875
2017-12-11,44.908958435058594
2017-12-12,45.10651397705078
2017-12-13,45.56746292114258
