date,price
2017-07-03,44.22189712524414
2017-07-05,43.422882080078125
2017-07-06,42.87775802612305
2017-07-07,43.21378707885742
2017-07-10,40.49565887451172
2017-07-11,40.09242248535156
2017-07-12,39.80119705200195
2017-07-13,40.81675720214844
2017-07-14,41.264801025390625
2017-07-17,41.817386627197266
2017-07-18,41.66057586669922
2017-07-19,41.944332122802734
2017-07-20,40.294036865234375
2017-07-21,40.42844772338867
2017-07-24,40.921295166015625
2017-07-25,41.30959701538086
2017-07-26,41.49628448486328
2017-07-27,42.60145950317383
2017-07-28,43.04203414916992
2017-07-31,43.564754486083984
2017-08-01,44.416038513183594
2017-08-02,44.34136199951172
2017-08-03,44.57285690307617
2017-08-04,45.013427734375
2017-08-07,46.11860656738281
2017-08-08,45.90951919555664
2017-08-09,45.60335159301758
2017-08-10,44.640052795410156
2017-08-11,44.85661315917969
2017-08-14,45.33451843261719
2017-08-15,44.035194396972656
2017-08-16,45.30465316772461
2017-08-17,44.916358947753906
2017-08-18,44.4085807800293
2017-08-21,45.140380859375
2017-08-22,46.14099884033203
2017-08-23,46.372501373291016
2017-08-24,46.14847183227539
2017-08-25,46.20073699951172
2017-08-28,46.6487922668457
2017-08-29,41.08557891845703
2017-08-30,40.465782165527344
2017-08-31,40.518070220947266
2017-09-01,40.682334899902344
2017-09-05,41.264801025390625
2017-09-06,41.56349563598633
2017-09-07,41.82486343383789
2017-09-08,41.444007873535156
2017-09-11,41.78750228881836
2017-09-12,42.40731430053711
2017-09-13,43.75890350341797
2017-09-14,43.594627380371094
2017-09-15,43.76637649536133
2017-09-18,43.07537078857422
2017-09-19,39.62783432006836
2017-09-20,39.500144958496094
2017-09-21,40.521636962890625
2017-09-22,40.48408508300781
2017-09-25,40.68687438964844
2017-09-26,41.03989028930664
2017-09-27,42.564613342285156
2017-09-28,42.68479537963867
2017-09-29,42.782432556152344
2017-10-02,43.1279411315918
2017-10-03,42.74488067626953
2017-10-04,42.92515182495117
2017-10-05,43.180511474609375
2017-10-06,44.13441848754883
2017-10-09,44.344722747802734
2017-10-10,42.94017028808594
2017-10-11,41.66331481933594
2017-10-12,41.407936096191406
2017-10-13,41.385398864746094
2017-10-16,41.24269485473633
2017-10-17,41.04740905761719
2017-10-18,41.655799865722656
2017-10-19,41.655799865722656
2017-10-20,41.93370056152344
2017-10-23,42.0764045715332
2017-10-24,42.54960250854492
2017-10-25,41.43797302246094
2017-10-26,42.023826599121094
2017-10-27,41.46051025390625
2017-10-30,41.595706939697266
2017-10-31,42.0463752746582
2017-11-01,42.068904876708984
2017-11-02,43.0678596496582
2017-11-03,42.75239944458008
2017-11-06,42.35431671142578
2017-11-07,41.407936096191406
2017-11-08,42.474483489990234
2017-11-09,42.008811950683594
2017-11-10,42.57212448120117
2017-11-13,42.789955139160156
2017-11-14,42.962703704833984
2017-11-15,43.037818908691406
2017-11-16,41.49806594848633
2017-11-17,41.93370056152344
2017-11-20,42.32427215576172
2017-11-21,42.106449127197266
2017-11-22,42.429412841796875
2017-11-24,42.81248092651367
2017-11-27,42.827510833740234
2017-11-28,43.601131439208984
2017-11-29,44.18699264526367
2017-11-30,44.772850036621094
2017-12-01,45.32865524291992
2017-12-04,46.981075286865234
2017-12-05,46.55293655395508
2017-12-06,46.04692840576172
2017-12-07,46.439659118652344
2017-12-08,48.17671203613281
2017-12-11,48.048316955566406
2017-12-12,47.97279739379883
2017-12-13,48.629852294921875
2017-12-14,48.14649963378906
2017-12-15,49.33222579956055
2017-12-18,50.608577728271484
2017-12-19,49.694740295410156
2017-12-20,50.39711380004883
2017-12-21,50.66144943237305
2017-12-22,50.68410873413086
2017-12-26,51.371360778808594
2017-12-27,51.6281623840332
2017-12-28,51.673465728759766
2017-12-29,51.71122741699219
2018-01-02,52.23234558105469
2018-01-03,51.658363342285156
2018-01-04,50.812496185302734
2018-01-05,52.01332473754883
2018-01-08,52.63261795043945
2018-01-09,52.700592041015625
2018-01-10,53.12351608276367
2018-01-11,54.158199310302734
2018-01-12,55.32126998901367
2018-01-16,54.679325103759766
2018-01-17,56.08406448364258
2018-01-18,56.4088249206543
2018-01-19,58.047691345214844
2018-01-22,58.95397186279297
2018-01-23,58.5461540222168
2018-01-24,57.994834899902344
2018-01-25,57.602088928222656
2018-01-26,58.79536819458008
2018-01-29,57.84378433227539
2018-01-30,57.6171989440918
2018-01-31,55.177791595458984
2018-02-01,55.20798110961914
2018-02-02,53.80324935913086
2018-02-05,51.371360778808594
2018-02-06,53.09330749511719
2018-02-07,53.818359375
2018-02-08,51.952911376953125
2018-02-09,53.44072723388672
2018-02-12,53.131080627441406
2018-02-13,52.9422607421875
2018-02-14,54.76993179321289
2018-02-15,55.3741340637207
2018-02-16,55.268409729003906
2018-02-20,54.316802978515625
2018-02-21,53.4633903503418
2018-02-22,53.84101486206055
2018-02-23,55.26084518432617
2018-02-26,54.807701110839844
2018-02-27,53.99205017089844
2018-02-28,54.709537506103516
2018-03-01,56.86952209472656
2018-03-02,55.16266632080078
2018-03-05,56.68824768066406
2018-03-06,57.97971725463867
2018-03-07,55.61582946777344
2018-03-08,55.32126998901367
2018-03-09,55.75175476074219
2018-03-12,54.41498947143555
2018-03-13,54.014705657958984
2018-03-14,52.791221618652344
2018-03-15,52.10394287109375
2018-03-16,52.66283416748047
2018-03-19,51.75654602050781
2018-03-20,52.89694595336914
2018-03-21,52.022823333740234
2018-03-22,51.11825942993164
2018-03-23,50.685001373291016
2018-03-26,52.83613967895508
2018-03-27,51.49073028564453
2018-03-28,52.11403274536133
