Date,Close
2017-07-03,123.57716369628906
2017-07-05,123.40083312988281
2017-07-06,123.79061126708984
2017-07-07,125.29401397705078
2017-07-10,125.56318664550781
2017-07-11,124.39383697509766
2017-07-12,124.96923065185547
2017-07-13,125.86943817138672
2017-07-14,126.41694641113281
2017-07-17,126.99234771728516
2017-07-18,127.52134704589844
2017-07-19,128.13380432128906
2017-07-20,128.84841918945312
2017-07-21,129.1268310546875
2017-07-24,129.5815887451172
2017-07-25,129.9249267578125
2017-07-26,128.95045471191406
2017-07-27,126.1292724609375
2017-07-28,129.0324249267578
2017-07-31,128.56719970703125
2017-08-01,129.8885040283203
2017-08-02,129.55349731445312
2017-08-03,129.31163024902344
2017-08-04,129.29299926757812
2017-08-07,129.12548828125
2017-08-08,128.94871520996094
2017-08-09,130.44680786132812
2017-08-10,129.19992065429688
2017-08-11,128.77188110351562
2017-08-14,129.95364379882812
2017-08-15,129.60003662109375
2017-08-16,129.63726806640625
2017-08-17,127.19940185546875
2017-08-18,127.03182220458984
2017-08-21,128.56719970703125
2017-08-22,129.8699188232422
2017-08-23,128.61375427246094
2017-08-24,128.204345703125
2017-08-25,128.4555206298828
2017-08-28,128.7625732421875
2017-08-29,128.31594848632812
2017-08-30,128.54855346679688
2017-08-31,129.4884033203125
2017-09-01,129.209228515625
2017-09-05,130.59568786621094
2017-09-06,130.48399353027344
2017-09-07,128.9766082763672
2017-09-08,132.72654724121094
2017-09-11,132.74514770507812
2017-09-12,132.95916748046875
2017-09-13,133.05221557617188
2017-09-14,132.26123046875
2017-09-15,133.34996032714844
2017-09-18,134.0385284423828
2017-09-19,134.40139770507812
2017-09-20,135.83438110351562
2017-09-21,134.86663818359375
2017-09-22,135.87164306640625
2017-09-25,135.12722778320312
2017-09-26,136.1134796142578
2017-09-27,136.2531280517578
2017-09-28,136.7369842529297
2017-09-29,135.94606018066406
2017-10-02,137.05331420898438
2017-10-03,137.0719451904297
2017-10-04,136.45777893066406
2017-10-05,136.44851684570312
2017-10-06,136.63461303710938
2017-10-09,137.1091766357422
2017-10-10,137.3697509765625
2017-10-11,137.5
2017-10-12,138.86782836914062
2017-10-13,138.99810791015625
2017-10-16,139.52847290039062
2017-10-17,138.83059692382812
2017-10-18,139.20281982421875
