Date,Close
2017-07-03,56.215885162353516
2017-07-05,56.02377700805664
2017-07-06,55.73945999145508
2017-07-07,56.63850402832031
2017-07-10,56.87667465209961
2017-07-11,56.5462760925293
2017-07-12,56.67689514160156
2017-07-13,56.71533203125
2017-07-14,56.51553726196289
2017-07-17,56.19281768798828
2017-07-18,56.05449676513672
2017-07-19,56.162078857421875
2017-07-20,55.67030334472656
2017-07-21,55.693359375
2017-07-24,55.58576583862305
2017-07-25,56.50786209106445
2017-07-26,58.751590728759766
2017-07-27,56.22355270385742
2017-07-28,55.870086669921875
2017-07-31,55.90852737426758
2017-08-01,54.394779205322266
2017-08-02,54.75592041015625
2017-08-03,55.14779281616211
2017-08-04,55.80092239379883
2017-08-07,56.33881759643555
2017-08-08,55.79324722290039
2017-08-09,55.87775421142578
2017-08-10,54.92496109008789
2017-08-11,55.969974517822266
2017-08-14,56.89205551147461
2017-08-15,56.907405853271484
2017-08-16,56.699947357177734
2017-08-17,55.90353775024414
2017-08-18,55.625179290771484
2017-08-21,55.64838409423828
2017-08-22,56.65358352661133
2017-08-23,56.66130065917969
2017-08-24,56.460262298583984
2017-08-25,57.44997024536133
2017-08-28,58.184532165527344
2017-08-29,59.839210510253906
2017-08-30,60.72841262817383
2017-08-31,60.00159454345703
2017-09-01,60.47324752807617
2017-09-05,60.72841262817383
2017-09-06,60.620174407958984
2017-09-07,61.084068298339844
2017-09-08,61.16141891479492
2017-09-11,61.16141891479492
2017-09-12,61.64081573486328
2017-09-13,60.80574035644531
2017-09-14,61.46297836303711
2017-09-15,61.43978500366211
2017-09-18,61.71814727783203
2017-09-19,61.725868225097656
2017-09-20,62.684661865234375
2017-09-21,63.210453033447266
2017-09-22,63.84446716308594
2017-09-25,63.79035568237305
2017-09-26,64.39346313476562
2017-09-27,64.973388671875
2017-09-28,64.95791625976562
2017-09-29,65.37544250488281
2017-10-02,65.63835144042969
2017-10-03,65.6073989868164
2017-10-04,64.1692123413086
2017-10-05,64.44758605957031
2017-10-06,64.46302795410156
2017-10-09,64.37028503417969
2017-10-10,64.78781127929688
2017-10-11,64.50169372558594
2017-10-12,64.84191131591797
2017-10-13,62.653709411621094
2017-10-16,61.55577087402344
2017-10-17,61.70266342163086
2017-10-18,63.14085006713867
2017-10-19,63.99911880493164
2017-10-20,64.6795654296875
2017-10-23,64.13057708740234
2017-10-24,63.32643127441406
2017-10-25,63.017147064208984
2017-10-26,64.27745056152344
2017-10-27,65.15894317626953
2017-10-30,63.511985778808594
2017-10-31,62.692378997802734
2017-11-01,63.19499588012695
2017-11-02,64.09190368652344
2017-11-03,63.66664505004883
2017-11-06,63.86765670776367
2017-11-07,62.499088287353516
2017-11-08,62.019683837890625
2017-11-09,61.01448440551758
2017-11-10,61.022239685058594
2017-11-13,61.354732513427734
2017-11-14,61.31606674194336
2017-11-15,60.28767013549805
2017-11-16,62.06608963012695
2017-11-17,59.37534713745117
2017-11-20,59.600860595703125
2017-11-21,60.324092864990234
2017-11-22,60.29297637939453
2017-11-24,60.114131927490234
2017-11-27,60.16080856323242
2017-11-28,61.980525970458984
2017-11-29,63.045963287353516
2017-11-30,64.14248657226562
2017-12-01,64.04137420654297
2017-12-04,63.38813400268555
2017-12-05,62.54043960571289
2017-12-06,62.587135314941406
2017-12-07,63.815853118896484
2017-12-08,64.14248657226562
2017-12-11,63.559226989746094
2017-12-12,63.58254623413086
2017-12-13,63.784751892089844
2017-12-14,63.045963287353516
2017-12-15,63.426998138427734
2017-12-18,64.4301986694336
2017-12-19,65.33231353759766
2017-12-20,65.31676483154297
2017-12-21,65.11455535888672
2017-12-22,65.9466781616211
2017-12-26,65.65116119384766
2017-12-27,66.11776733398438
2017-12-28,66.0788803100586
2017-12-29,65.45673370361328
2018-01-02,67.19094848632812
2018-01-03,67.97640991210938
2018-01-04,67.85974884033203
2018-01-05,67.6186752319336
2018-01-08,68.03083038330078
2018-01-09,68.48187255859375
2018-01-10,67.78975677490234
2018-01-11,69.44618225097656
2018-01-12,69.8505859375
2018-01-16,68.83960723876953
2018-01-17,69.19733428955078
2018-01-18,69.14291381835938
2018-01-19,69.07293701171875
2018-01-22,69.67950439453125
2018-01-23,68.8240737915039
2018-01-24,68.89405059814453
2018-01-25,68.59075164794922
2018-01-26,69.16622924804688
2018-01-29,69.15072631835938
2018-01-30,67.44757843017578
2018-01-31,67.68087768554688
2018-02-01,67.82862854003906
2018-02-02,65.41007232666016
2018-02-05,62.812644958496094
2018-02-06,64.53907012939453
2018-02-07,65.37120056152344
2018-02-08,61.996097564697266
2018-02-09,62.73488235473633
2018-02-12,64.15026092529297
2018-02-13,64.88903045654297
2018-02-14,65.70560455322266
2018-02-15,65.90000915527344
2018-02-16,59.80452346801758
2018-02-20,58.76385498046875
2018-02-21,58.46650314331055
2018-02-22,58.176971435546875
2018-02-23,58.32565689086914
2018-02-26,59.53066635131836
2018-02-27,58.153507232666016
2018-02-28,56.6276969909668
