Ticker,Weight,Total Return,Annualized Return,Volatility,Sharpe,Sortino,Avg Daily Return,Contribution
NVDA,0.1111111111111111,228.7944506240228,0.8082836864297736,0.4889114487343025,1.4551181061481977,2.1827392904910936,0.002823110719668372,25.42160562489142
TXRH,0.1111111111111111,4.681932230074685,0.20837548030011233,0.35868113635652776,0.7069643506338569,0.953654756056261,0.001006249113686137,0.5202146922305205
NSA,0.1111111111111111,3.795990100965838,0.18626383635274513,0.30103500586824133,0.7200060120443589,0.947589007987214,0.000860107198654534,0.4217766778850931
MCD,0.1111111111111111,2.290886445436266,0.13857315047883523,0.20541868972905955,0.7346816482263031,0.9554727150983101,0.0005988783394707659,0.2545429383818073
A,0.1111111111111111,2.27025660690572,0.1377933476082438,0.2682485147118817,0.6160602587969578,0.8290466457328114,0.0006557827356956405,0.2522507341006356
QLYS,0.1111111111111111,1.722413195793521,0.11529046406511312,0.412679023094525,0.4770529057464051,0.5743276898575733,0.000781229075824726,0.19137924397705788
OGS,0.1111111111111111,0.9569732510990616,0.07589032850323107,0.2650504804055272,0.40916002262464274,0.5122284216860498,0.0004303494466642775,0.10633036123322906
NKE,0.1111111111111111,0.6676931226065395,0.057302900407575796,0.3014706006869622,0.3362824296414596,0.44667563463921733,0.00040229867485905524,0.07418812473405993
MBUU,0.1111111111111111,0.5483871946524785,0.04878693459903505,0.4520438975353901,0.3323979489455768,0.462474258094129,0.0005962637475163815,0.06093191051694206
